id,b,c,v,t
42010042,42,10,42,"Ge-wislice an þing is neod-be-hefe; marie ge-cheas þanne sælesten dael se hire ne beoð afirred."
42011001,42,11,1,"Soðlice wæs ge-worðen þa he wæs on summer stowe hine be-biddende. þa þa he ge-swac. him to cwæð an his leorning-cnihten. Drihten lær us. us to ge-biddan. swa iohannes his leorning-cnihtes lærde."
42011002,42,11,2,"þa cwæð he to heom. cweðed þus þanne ge eow ge-biddað. Ure fæder þu þe on heofene eart syo þin name ge-haleged. to-cume þin rice. ge-worðe þin wille on heofene & on eorðe."
42011003,42,11,3,"syle us to-daig urne daig-hwamlicne hlaf."
42011004,42,11,4,"& for-gyf us ure geltes swa we for-gyfað ælcen þare þe wið us agylteð. & ne læd þu us on costnunge. ac alys us fram yfele."
42011005,42,11,5,"Ða cwæð he to heom. Hwilc eowre hafed sumne freond & gæð to middre nihte to him. & cwæð to hym. La freond læn me þreo hlafes."
42011006,42,11,6,"for þan min freond com of weige to me. & ic næbbe hwæt ic him to-foran legge."
42011007,42,11,7,"Ænd he him þanne þus andswerige. ne beo þu me gram nu min dure is be-cosen. & mine cnihtes synde on reste mid me ne maig ich arisan nu & sillen ðe."
42011008,42,11,8,"Gyf he þanne þurh-wuned cnokigende; ic eow segge gyf he arist & him sylleð; þanne for þan þe he his freond is. þeah-hwæðere for hys on-rope he arist & sylð him his neode."
42011009,42,11,9,"And ich eow segge byddað. & eow beoð seald. secheð & ge findað. cnokieð & eow beoð un-tynd."
42011010,42,11,10,"Ælc þare þe bitt on-fehð. & se þe secð he fint. & cnokiende byð un-tyned."
42011011,42,11,11,"hwilc eower bit his fader hlafes. segest þu seld he him stan. oððe gyf he bit fissces sylð he him næddren for fissces."
42011012,42,11,12,"oððe gyf he hym bytt aig. segst þu ræcd he him scorpionem þæt is an werm-kyn."
42011013,42,11,13,"Witodlice gyf ge þanne þe synt yfele cunnan syllan gode sylene eowren bearnen; swa micele ma eower fader of heofene sylð godne gast þam þe hine biddað."
42011014,42,11,14,"Þa wæs se hælende ut-adrifende sume deofel-seocnysse. & seo wæs dumb. And þa he ut-adraf þa deofel-seocnisse. þa spræc se dumbe. & þa manega wundreden."
42011015,42,11,15,"Sume cwæðen on beelzebub deofle ealdre he ut-adraf þa deofel-seocnysse."
42011016,42,11,16,"And sume his fandedon & geornden of heofene tacnys of him."
42011017,42,11,17,"Ða he ge-seah heora þances he cwæð. Ælc rice on hit sylf to-dæled byð to-worpen. & þæt hus ofer þæt hus fald."
42011018,42,11,18,"Gif satanas is to-daeled on hine sylfne hu stent his rice for-ðan-þe ge seggeð þæt ich on beelzebub deofel-seocnysse ut-adrife."
42011019,42,11,19,"Gyf ich on beelzebub deofle ut-adrife. on hwam ut-adrifeð eowre bearn. for-ðan hyo beoð eowre deman."
42011020,42,11,20,"Ge-wislice gyf ic on godes fingre deofle ut-adrife; ealle godes rice on eow be-kymð."
42011021,42,11,21,"Þanne se strange ge-wæpned his cæfertun ge-healt. þonne beoð on sibbe þa þing þe he ahð."
42011022,42,11,22,"Gyf þanne strengre ofer hine cymð. & hine ofer-swið; ealle his wæpne þe he on truwede he hym afyrð. & to-dælð his here-reaf."
42011023,42,11,23,"Se þe nis mid me. he is on-gen me. And se ne gadered mid me; se hit to-stret."
42011024,42,11,24,"Þanne se un-clæne gast gæð of þam men; he gæð þurh un-wæterie stowe reste secende. & nane ne ge-mett. þanne cweð he. Ic wende æft to minen huse þe ich of eode."
42011025,42,11,25,"& þanne he kymð he hit ge-mett emtig mid besme afermed."
42011026,42,11,26,"þanne gæð he & nymð seofan oðre gastes wirsan þanne he. & in-gæð & þær eardieð. þanne synt þas mannes ændes werse þanne þam earren."
42011027,42,11,27,"Soðlice wæs ge-worðen þa he þis saigde; sum wif him to cwæð. Eadig is se innoð þe þe bær. & þa breost þe þu suke."
42011028,42,11,28,"Þa cwæð he. Eadige sinde þa þe godes word ge-hereð & þæt ge-healdeð."
42011029,42,11,29,"Þa hyra manega to-gadere coman he cwæð to heom. Þeos cneoris is manful cneoris; he secd taken & hire ne beoð nan ge-seald buton Ionas taken."
42011030,42,11,30,"Swa swa iona wæs taken Niniueten swa beoð mannes sune taken þise cneorisse."
42011031,42,11,31,"Sud-dale cwen arist on dome mid þise cneorisse mannen & ge-nyðereð hyo for-ðan hyo com of eorðan endum to ge-heren Salomones wisdom. Ænd efne þes is mare þanne salomon."
42011032,42,11,32,"Niniuetisce men arised on dome mid þisse cneornisse. & ge-ne-ðeriað hyo. forþan þe hyo deadbote dyden. æt Ionan bodegunge. & þes is mare þanne jona."
42011033,42,11,33,"Ne on-ælð nan man his leoht-fett & sett on diglen. ne under bedene. ac ofer candel-stef. þæt þe ingað leoht ge-seon."
42011034,42,11,34,"Þin eage is þines lichames leoht-fæt. Gif þin eage beoð hluttor; þanne beoð eall þin lichame briht. Gif hit beoð deorc; eall þin lichame beoð þeostre."
42011035,42,11,35,"Warne þæt þt leoht þe þe on is; ne syo þeostra."
42011036,42,11,36,"Gif þin lichame eall beoð breoht; & næfd nænne dæl þeostre; þanne beoð he eall breoht. & þe on-liht swa þæt leoht-fæt þas lægræsces."
42011037,42,11,37,"Ða bæd hine sum fariseisc man þæt he æte mid him. & he in-eode & sætt."
42011038,42,11,38,"Ða on-gan se fariseisce on him smeagen & cwæðan. Hwi he ge-þwogen nære ær his ge-reorde."
42011039,42,11,39,"Ða cwæð drihten to him. nu ge farisei þæt ute is calices & disces ge-clænsieð þt eow innan is. þæt is ful reaflake & un-rihtwisnysse."
42011040,42,11,40,"La desige hu ne worhten (sic) þt þt inne is. se þe worhte þæt ute is."
42011041,42,11,41,"þeah-hwaðere þæt to lafe is sellað ælmessan þanne beoð eow ealle þing clæne."
42011042,42,11,42,"Ac wa eow fariseum ge þe teoðiað mintan & rudan & ælce wirte. & ge for-bugeð dom & godes lufe. Þas þing eow ge-berede to donne. & þa þing ne for-læten."
42011043,42,11,43,"Wa eow fariseen ge þe lufieð þa formen heahsetlen on ge-samnungen & gretinge on stræten."
42011044,42,11,44,"Wa eow for-þan-þe ge sende swilce þa byrigenna þe man innan ne sceawed. & þa men nyten þe heom on ufen gad."
42011045,42,11,45,"Ða andswerede him sum lage-gleaw. lareow teonan þu wercst us mid þisse sage."
42011046,42,11,46,"Ða cwæð he Wa eow lagewisen forþan ge semeð menn mid þam byrdenen þe hyo aberen ne mugen. & ge ne æthrinað þa seames mid eowren anen fingren."
42011047,42,11,47,"Wa eow þe timbrieð witegena byrigena; eowre faderes hyo of-slogen"
42011048,42,11,48,"eallunge. ge kyðed & ge þafieð eowre fader weorces. for-þam hyo slogen hyo. & ge timbrieð heore berigena."
42011049,42,11,49,"For-þam cweð godes wisdom. Ic sende to heom witegen & þa apostles; & hyo of-slæð hyo & æhtað"
42011050,42,11,50,"þæt ealra witegene blod syo ge-soht; þe wæs agoten of midden-eardes fruman; fram þisse cneorisse"
42011051,42,11,51,"fram abeles blode oð zacharias blod. se for-warð be-tweox þam altare & þam temple. Ic eow segge swa beoð ge-soht fram þisse cneornysse."
42011052,42,11,52,"Wa eow lage-gleawe for-þam-þe ge ætbruden þas inge-heades ceyge ge in ne ge-heodden. & ge for-budon þa þe in-eoden."
42011053,42,11,53,"Þa he heom þis to cwæð. þa ongunnen þa farisej & þa lage-wisan hefilice him agën standen & his muð dettan."
42011054,42,11,54,"& ymbe hine syrwan; sechende sum þing of his muðe þæt hyo hine wreidon"
42012001,42,12,1,"micelen wereden hym embe-standende. þæt hyo hine træden. Ða cwæð he to his leorning-cnihten warnieð eow wið farisea lare þæt is licetung."
42012002,42,12,2,"Soðlice nis nan þing ofer-heled; þe ne beoð un-heled. ne be-hed; þe ne sye ge-wyten."
42012003,42,12,3,"For-þan-þe þæt ge seggeð on þeostren beoð on leohte saigde. & þæt ge on earen spræcon on bedd-cofum beoð on rofen boded."
42012004,42,12,4,"Ich segge eow minen freonden ne beo ge brygede fram þam þe þanne lichamen of-sleað. & næbbeð syððan. hwæt hyo ma don."
42012005,42,12,5,"Ic eow atewige hwane ge on-dræden. adredeð þane þe anweald hæfð. seððan he of-slehð; on hellen asenden; þus ich eow segge; adredeð þane."
42012006,42,12,6,"ne be-cypað hyo fif sparewen to halpenige. & an nis of þam ofer-gyten be-fore gode."
42012007,42,12,7,"ac ealle eowres heafdes loccas sende ge-tealde. Ne on-dræde ge eow ge sende beteren þan manegen sparewen."
42012008,42,12,8,"Soðlice ic eow segge swa hwilc swa me andeat be-foren mannen. þanne mannes sune andeat be-foren godes ængles."
42012009,42,12,9,"Se þe me wið-secð be-foren mannen. se beoð wið-saken be-foran godes ænglen."
42012010,42,12,10,"& ælc þe saigð ani word agen mannes sune. þam beoð for-gefen. Þam þe wiðer-sakeð on-gen halgen gast. ne beoð þam for-gyfen."
42012011,42,12,11,"Þanne hyo lædeð eow on ge-samnunge. & to dugeðe ealdren. & to anwealden ne beo ge ymbe-þencende hu oððe hwæt ge spæcen oððe andswerien."
42012012,42,12,12,"halig gast eow lærð on þare tide þthþing þe eow spæcan ge-byreð."
42012013,42,12,13,"þa cwæð sum of þam manigeo. Lareow sege mine breðer þæt he dæle unker ehte wið me."
42012014,42,12,14,"Ða cwæð he la man hwa sette me deman; oððe dælend ofer hine (sic)"
42012015,42,12,15,"Þa cwæð he. gymeð & warnieð wið ælce gitsunge. for-þan-þe nis nanes mannes lyf on gytsunge of þam þe he ah."
42012016,42,12,16,"Ða sæde he heom sum bispel. Sumes weliges mannes acer brohte forð gode wæstmes."
42012017,42,12,17,"þa þohte he on him sylfen & cwæð. hwæt do ic for-þan ich næbbe hwider ich mine wæstmes gaderie."
42012018,42,12,18,"Ða cwæð he þus ich do. ic to-werpe mine berne. & ich werche hyo mare & ic gaderie þider eall þæt me wexen is. & mine god."
42012019,42,12,19,"& ich segge minre sawle. eale sawel þu hafst mycele god. Asette to manegen gearen. ge-rest þe. æt & drinc & ge-wista."
42012020,42,12,20,"Ða cwæð god to hym. La desige on þisse nihte hyo fecceð þine sawle fram þe. hwæs beoð þa þing. þe þu gærewedest."
42012021,42,12,21,"Swa is se þe him sylfen strenþeð & nis welig mid gode."
42012022,42,12,22,"Þa cwæð he to his leorning-cnihten. for-þan ich eow segge. ne beo ge ymbe-hedige eowre sawle hwæt ge etan. ne owren lichaman hwæt ge scrydan."
42012023,42,12,23,"Seo sawle is mare þanne se lichame. & se lichame mare þanne þæt reaf."
42012024,42,12,24,"Be-sceawiað þa refnes þæt hyo ne sawað ne ne ripað. næbbað hyo heddern ne bern. ac god hyo fet þas þe ma. ge synde heore selre."
42012025,42,12,25,"hwilc eower mæg þencende echan ane elne to his anlichnysse."
42012026,42,12,26,"gyf ge þæt læsse ne magen hwy synde ge be oðren þingen ymbe-hedige."
42012027,42,12,27,"Scewieð þa lilien hu hyo wexeð. hyo ne swinceð ne ne spinneð. Soðlïce ic eow segge þæt Salomon on eallen his wuldre næs ge-scryd swa þis än."
42012028,42,12,28,"Gif god scrytd þt hëy þe is to-daig on æcere & to-morgen for-scrincð. Swa mycele ma god scrit eow ge-hwædes ge-leafen."
42012029,42,12,29,"Ænd nelle sechan hwæt ge etan oððe drincan. & ne beo ge up-ahafene."
42012030,42,12,30,"ealle þas þing þeode secheð. eower fader wat þæt ge þises be-þurfen."
42012031,42,12,31,"Ðeah-hwæðere secheð godes rice & ealle þas þing eow beoð ge-icte."
42012032,42,12,32,"Ne on-dræd þu þeah litle heord. forþan eowren hefenlic fader licode eow rice syllen."
42012033,42,12,33,"Syllað þæt ge agen & sylleð ælmessen. Werceð seaðes þa þe ne for-ealdiged. un-ge-teorudne goldhord on heofene. þiðer þeof ne ge-neohlaceð. ne mogðe ne ge-wemd."
42012034,42,12,34,"Ðær eower goldhord is þær beoð eower heorte."
42012035,42,12,35,"Syen eower lendene be-gyrde & leohtfate bearnende."
42012036,42,12,36,"& beoð ge-lice þam mannen þe hyore hlaforde abideð hwanne he syo fram gyftan ge-cherred. þæt hyo him sona un-tyne þanne he cymð & cnokeð."
42012037,42,12,37,"Eadige synde þa þeowes þe se hlaford waciende ge-fint. þanne he kymð. Soðlice ic eow segge þæt he be-gyrt hine. & deð þæt hyo sitteð & gangende heom þenað."
42012038,42,12,38,"Ænd gyf he kymð on þare æftran wæccen. oððe on þare þridden & þus ge-met. Eadig synde þa þeowes."
42012039,42,12,39,"Witeð þæt gyf se hyrdes hlaford wiste hwanne se þeof cumen wolde. witodlice he wacode. & ge ne þafede (sic) þæt man his hus under-dulfe."
42012040,42,12,40,"Ænd beoð ge ware for-þam-þe mannes sune kymð þare tyde þe ge ne wenað."
42012041,42,12,41,"Ða cwæð petrus drihten. segest þu þis bispell to üs. hwæðer to eallen."
42012042,42,12,42,"Ða cwæð drihten; hwa wenst þu þæt is ge-treowe & gleaw dihtnere; þane se hlaford ge-sett ofer his hyrd þæt he hym hwætes ge-mett on timen sylle."
42012043,42,12,43,"Eadig is se þeow þe his hlaford ge-met þus doende. þanne he kymð."
42012044,42,12,44,"Soðlice ic segge eow þæt he sett hine ofer eall þæt he ah."
42012045,42,12,45,"Gyf þanne se þeow cweð on his heorten min hlaford ufereð his cyme; & agind beaten þa cnihtes. & þa þinene. & etan & drincan. & beon ofer-druncan."
42012046,42,12,46,"þanne kymð þas þeowe hlaford on þam daige þe he ne wenð. & þare tide þe he nat. & to-dælð hine. & sett his dæl mid þam un-ge-treowen."
42012047,42,12,47,"Soðlice þane þeow þe his hlafordes wille wiste & ne dyde æfter his willen; he beoð witned manegen witen."
42012048,42,12,48,"Þane þeow þe his wille nyste. & þeah dyde he beoð witned feawen witen. Ælcen þe mycel ge-seald is. him man mychel to-secð. & et þam þe hyo mycel be-fæsten hyo mychel byddeð."
42012049,42,12,49,"Fyr ich sende on eorðan & hwæt wille ich buton þt hyt bærne."
42012050,42,12,50,"Ich hæbbe on fulluhte beon ge-fullod. & wene ge hu byo ich ge-þread. oððe hyt syo ge-fyld."
42012051,42,12,51,"for-þan-þe ich com sibbe on eorðe sænden; ne segge ich eow ac to-dæl."
42012052,42,12,52,"heonen-forð byð fife on anen huse to-dælede. þreo on twegen. & twegen on þreo."
42012053,42,12,53,"beoð to-dælede. Fader on sune. & sune on his fader. moder on dohter. & dohter on hire moder. Sweger on hire snore. & snore on hire swegere."
42012054,42,12,54,"And he cwæð to þam folce. Þanne ge ge-seoð þa lifte cumende. on wæst-dæle. sone ge cweðeð storm kymð. & hit swa beoð."
42012055,42,12,55,"And þanne ge ge-seoð suðan blawen ge seggeð þæt þe (sic) is toward & hit beoð."
42012056,42,12,56,"La liceteres cunne ge afandigen heofenes ansiene & eorðan. Hu mæte na afandige ge þas tide."
42012057,42,12,57,"hwi ne deme ge of eow sylfen þæt riht ys."
42012058,42,12,58,"Þanne ðu gæst on weige mid þinen wiðer-winnen to hwilcen ealdre. do þæt þu beo fram him alised; þe-læs he þe sylle þam deman. & se dema þam bydelen. & se bedel þe sende on cwarterne."
42012059,42,12,59,"Ic þe segge ne gæst þu þanen ær þu agylde þanne ytemestan ferðing."
42013001,42,13,1,"Þær wæren sume on þare tide of galilëën hym keðende. þara blod pilates mengde mid hyre offrunge."
42013002,42,13,2,"Þa cwæð he heom andsweriende. wene ge wæren þa galileiscan synfulle to-foran eallen galileiscan. for-þan-þe hyo swylc þoleden."
42013003,42,13,3,"Ne segge ic na. ac ealle ge gelice for-wurðeð. buton ge deadbote don;"
42013004,42,13,4,"swa þa ehte-tyna. ofer þa feoll se stepel on syloa. & hyo of-sloh. Wene ge þæt hyo wæren scyldige ofer ealle menn þe on ierusalem wunedon."
42013005,42,13,5,"Ne segge ic ac swa ge for-wurðed. bute ge deadbote don."
42013006,42,13,6,"Ða sæde he heom þis bispell. Summan hæfde an fic-treow ge-plantod on his win-gearde. þa com he & sohte his wæstmes on hym. þa ne fand he nane."
42013007,42,13,7,"Þa cwæð he to þam hyrde nu synde þreo gear seððan ich com wæstme secende on þissen fic-treowe. & ic ne funde. For-scrif (sic) hine hwy ofer-stricð (sic) he þæt land."
42013008,42,13,8,"Ða cwæð he. hlaford læt hine geat þis gear oð Ic hine be-delfe. & ic hine be-weorpe mid dunge."
42013009,42,13,9,"& witodlice he wæstmes bringeð. Gif hit elles hwæt beoð. for-scrif hine syððan."
42013010,42,13,10,"Ða wæs he reste-dagen on hiore gesamnunge; lærende."
42013011,42,13,11,"þa wæs þær sum wif seo hafde untrumnysse gast ehtetyne gear. & hyo wæs abogen ne hyo allunge ne mihte up beseon."
42013012,42,13,12,"Ða se hælend hyo ge-seah he cleopede hyo to him. & saide hire. Wif þu ert for-læten of þinre untrumnysse."
42013013,42,13,13,"& his hand hire on sette. þa wæs hyo sona up arerd. & hyo god wuldrede."
42013014,42,13,14,"Ða ge-bealh se duguðe ealder hine for-þan þe se hælend on reste-daige helde & sæde þam manigeo. Syx dages synde on þam ge-bereð þæt man wyrce. cumeð on þam & beoð ge-hælde. & na on reste daige."
42013015,42,13,15,"Þa andswerede se hælend & cwæð. La liceteras ne un-tygð eower ælc on reste-daige his oxen oððe assen fram þare binne & læt to wætere."
42013016,42,13,16,"Ðas abrahames dohter þe satanas ge-band nu ehtetyna gear. ne beryde hire beon un-bundon of þisen benden on reste-daige."
42013017,42,13,17,"Ða he þis saide þa scamede eallen his wiðer-winnan. & eall folc ge-blissode on eallen þan þe wunderfullice fram him ge-wurðon."
42013018,42,13,18,"Soðlice he cwæð. hwam is godes rice gelic; & hwam wene ic þæt hit beo ge-lich."
42013019,42,13,19,"hit is gelic sepenes (sic) corne þe se man onfeng & seow on his wertun. & hit weox & warð mycel treow & heofene fugeles resten on his bogen."
